URL;HTTP;RobotsBlocked;MetaNoindex;Canonical;HasVideoIframe;VideoHasError;VideoErrorText;Result
https://automoto.com.lv/ru/obzory-avto/audi/a4/2025/339.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/a4/2025/339.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/a5/2023/119.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/a5/2023/119.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/a5/2025/375.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/a5/2025/375.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/a6/2023/144.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/a6/2023/144.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/a6/2024/250.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/a6/2024/250.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/a6/2025/391.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/a6/2025/391.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/a7-sportback/2023/197.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/a7-sportback/2023/197.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/a7-sportback/2024/282.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/a7-sportback/2024/282.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/a8/2024/289.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/a8/2024/289.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/q3/2023/98.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/q3/2023/98.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/q3/2024/225.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/q3/2024/225.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/q4-e-tron/2023/184.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/q4-e-tron/2023/184.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/q4-e-tron/2024/202.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/q4-e-tron/2024/202.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/q5/2022/65.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/q5/2022/65.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/q5/2024/229.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/q5/2024/229.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/q5/2025/329.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/q5/2025/329.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/q7/2023/160.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/q7/2023/160.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/q7/2024/244.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/q7/2024/244.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/q7/2025/381.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/q7/2025/381.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/q8-e-tron/2025/377.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/q8-e-tron/2025/377.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/q8/2023/175.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/q8/2023/175.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/q8/2024/299.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/q8/2024/299.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/r8/2023/102.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/r8/2023/102.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/s4/2025/319.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/s4/2025/319.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/sq7/2025/306.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/sq7/2025/306.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/audi/tt/2023/163.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/audi/tt/2023/163.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bentley/continental-gt/2025/378.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bentley/continental-gt/2025/378.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/2-series/2024/211.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/2-series/2024/211.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/3-series/2023/96.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/3-series/2023/96.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/3-series/2024/228.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/3-series/2024/228.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/3-series/2025/327.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/3-series/2025/327.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/4-series/2023/124.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/4-series/2023/124.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/4-series/2024/239.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/4-series/2024/239.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/4-series/2025/349.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/4-series/2025/349.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/5-series/2023/143.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/5-series/2023/143.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/5-series/2024/262.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/5-series/2024/262.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/5-series/2025/354.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/5-series/2025/354.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/7-series/2023/134.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/7-series/2023/134.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/7-series/2025/360.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/7-series/2025/360.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/8-series/2023/196.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/8-series/2023/196.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/8-series/2025/392.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/8-series/2025/392.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/i4/2024/203.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/i4/2024/203.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/i7/2024/303.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/i7/2024/303.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/i7/2025/370.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/i7/2025/370.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/ix/2022/59.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/ix/2022/59.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/ix/2023/105.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/ix/2023/105.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/ix/2024/259.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/ix/2024/259.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/ix/2025/372.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/ix/2025/372.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/x3/2024/253.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/x3/2024/253.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/x4/2025/321.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/x4/2025/321.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/x5/2023/172.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/x5/2023/172.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/x6/2023/176.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/x6/2023/176.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/x7/2022/64.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/x7/2022/64.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/bmw/x7/2023/159.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/bmw/x7/2023/159.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/buick/enclave/2023/130.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/buick/enclave/2023/130.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/buick/enclave/2024/260.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/buick/enclave/2024/260.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/buick/enclave/2025/390.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/buick/enclave/2025/390.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/buick/envista/2024/199.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/buick/envista/2024/199.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/buick/envista/2025/366.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/buick/envista/2025/366.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/byd/atto-3/2024/276.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/byd/atto-3/2024/276.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/cadillac/ct4/2024/268.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/cadillac/ct4/2024/268.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/cadillac/lyriq/2023/80.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/cadillac/lyriq/2023/80.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/cadillac/vistiq/2026/395.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/cadillac/vistiq/2026/395.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/cadillac/xt4/2023/139.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/cadillac/xt4/2023/139.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/cadillac/xt5/2022/62.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/cadillac/xt5/2022/62.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/cadillac/xt5/2023/179.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/cadillac/xt5/2023/179.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/cadillac/xt5/2023/190.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/cadillac/xt5/2023/190.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/chevrolet/bolt-euv/2023/86.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/chevrolet/bolt-euv/2023/86.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/chevrolet/camaro/2024/261.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/chevrolet/camaro/2024/261.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/chevrolet/colorado/2024/231.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/chevrolet/colorado/2024/231.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/chevrolet/equinox/2023/178.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/chevrolet/equinox/2023/178.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/chevrolet/equinox/2024/251.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/chevrolet/equinox/2024/251.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/chevrolet/equinox/2025/357.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/chevrolet/equinox/2025/357.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/chevrolet/tahoe/2023/161.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/chevrolet/tahoe/2023/161.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/chevrolet/tahoe/2025/389.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/chevrolet/tahoe/2025/389.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/chevrolet/trailblazer/2023/88.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/chevrolet/trailblazer/2023/88.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/chevrolet/traverse/2022/61.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/chevrolet/traverse/2022/61.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/chevrolet/trax/2024/210.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/chevrolet/trax/2024/210.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/chrysler/pacifica/2024/283.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/chrysler/pacifica/2024/283.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/dodge/charger/2023/114.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/dodge/charger/2023/114.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/dodge/durango/2023/168.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/dodge/durango/2023/168.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/dodge/durango/2024/224.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/dodge/durango/2024/224.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/fiat/500-x/2023/164.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/fiat/500-x/2023/164.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/fiat/500e/2025/387.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/fiat/500e/2025/387.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/ford/bronco/2024/219.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/ford/bronco/2024/219.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/ford/ecosport/2022/66.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/ford/ecosport/2022/66.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/ford/edge/2023/194.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/ford/edge/2023/194.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/ford/edge/2024/213.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/ford/edge/2024/213.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/ford/escape/2023/145.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/ford/escape/2023/145.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/ford/escape/2025/333.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/ford/escape/2025/333.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/ford/expedition/2023/138.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/ford/expedition/2023/138.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/ford/expedition/2024/226.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/ford/expedition/2024/226.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/ford/mustang-mach-e/2022/38.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/ford/mustang-mach-e/2022/38.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/ford/mustang/2023/188.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/ford/mustang/2023/188.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/ford/mustang/2024/215.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/ford/mustang/2024/215.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/ford/ranger/2023/107.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/ford/ranger/2023/107.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/genesis/g80/2024/220.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/genesis/g80/2024/220.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/genesis/g80/2025/365.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/genesis/g80/2025/365.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/genesis/gv60/2025/340.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/genesis/gv60/2025/340.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/genesis/gv80/2025/374.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/genesis/gv80/2025/374.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/gmc/acadia/2023/81.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/gmc/acadia/2023/81.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/gmc/canyon/2023/142.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/gmc/canyon/2023/142.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/gmc/hummer-ev-suv/2025/318.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/gmc/hummer-ev-suv/2025/318.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/gmc/sierra/2023/192.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/gmc/sierra/2023/192.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/gmc/terrain/2023/150.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/gmc/terrain/2023/150.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/gmc/yukon/2023/185.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/gmc/yukon/2023/185.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/honda/accord/2023/132.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/honda/accord/2023/132.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/honda/accord/2024/238.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/honda/accord/2024/238.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/honda/accord/2025/373.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/honda/accord/2025/373.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/honda/civic/2024/264.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/honda/civic/2024/264.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/honda/civic/2025/336.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/honda/civic/2025/336.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/honda/cr-v/2024/294.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/honda/cr-v/2024/294.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/honda/cr-v/2025/332.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/honda/cr-v/2025/332.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/honda/hr-v/2023/154.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/honda/hr-v/2023/154.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/honda/hr-v/2024/200.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/honda/hr-v/2024/200.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/honda/hr-v/2025/353.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/honda/hr-v/2025/353.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/honda/passport/2024/221.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/honda/passport/2024/221.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/honda/pilot/2024/279.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/honda/pilot/2024/279.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/honda/prologue/2024/269.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/honda/prologue/2024/269.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/elantra-hybrid/2023/91.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/elantra-hybrid/2023/91.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/elantra-hybrid/2024/273.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/elantra-hybrid/2024/273.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/elantra/2023/100.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/elantra/2023/100.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/elantra/2024/234.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/elantra/2024/234.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/elantra/2025/358.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/elantra/2025/358.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/ioniq-5/2022/69.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/ioniq-5/2022/69.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/ioniq-5/2026/396.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/ioniq-5/2026/396.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/ioniq-6/2024/308.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/ioniq-6/2024/308.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/kona-electric/2022/72.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/kona-electric/2022/72.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/kona/2023/109.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/kona/2023/109.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/kona/2024/292.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/kona/2024/292.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/kona/2025/328.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/kona/2025/328.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/palisade/2024/297.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/palisade/2024/297.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/santa-cruz/2023/87.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/santa-cruz/2023/87.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/santa-fe/2023/118.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/santa-fe/2023/118.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/sonata-hybrid/2025/348.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/sonata-hybrid/2025/348.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/tucson/2023/113.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/tucson/2023/113.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/tucson/2024/204.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/tucson/2024/204.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/hyundai/tucson/2025/347.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/hyundai/tucson/2025/347.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/infiniti/q50/2023/125.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/infiniti/q50/2023/125.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/infiniti/qx50/2025/343.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/infiniti/qx50/2025/343.html;True;False;;PASS
https://automoto.com.lv/ru/obzory-avto/infiniti/qx80/2023/171.html;200;False;False;https://automoto.com.lv/ru/obzory-avto/infiniti/qx80/2023/171.html;True;False;;PASS
